filename,status,flags,num_detections,coverage,convexity,aspect_ratio,thumbnail_path
mango25_bac_u_hor.jpg,ok,coverage_too_small(0.022),1,0.0219,0.9646,1.4,
mango25_bac_u_ver.jpg,ok,coverage_too_small(0.022),1,0.0218,0.9659,1.4,
mango25_bot_u.jpg,ok,coverage_too_small(0.016),1,0.0155,0.9591,1.22,
mango25_bot_u_hor.jpg,ok,coverage_too_small(0.016),1,0.0156,0.9588,1.22,
mango25_bot_u_ver.jpg,ok,coverage_too_small(0.015),1,0.0155,0.9597,1.22,
mango25_fro_u.jpg,ok,coverage_too_small(0.019),1,0.0188,0.9634,1.5,
mango25_fro_u_hor.jpg,ok,coverage_too_small(0.019),1,0.0189,0.9624,1.5,
mango25_fro_u_ver.jpg,ok,coverage_too_small(0.019),1,0.0188,0.9622,1.5,
mango25_sia_u.jpg,ok,coverage_too_small(0.024),1,0.0235,0.9623,1.08,
mango25_sia_u_ver.jpg,ok,coverage_too_small(0.023),1,0.023,0.9648,1.13,
mango25_sib_u.jpg,ok,coverage_too_small(0.030),1,0.0299,0.9578,1.15,
mango25_sib_u_ver.jpg,ok,coverage_too_small(0.029),1,0.0292,0.9662,1.15,
mango25_top_u.jpg,ok,coverage_too_small(0.018),1,0.0182,0.9654,1.15,
mango25_top_u_hor.jpg,ok,coverage_too_small(0.018),1,0.0183,0.9619,1.26,
mango25_top_u_ver.jpg,ok,coverage_too_small(0.018),1,0.0181,0.9621,1.15,
mango26_bac_r.jpg,ok,coverage_too_small(0.047),1,0.0473,0.9776,1.3,
mango26_bac_r_hor.jpg,ok,coverage_too_small(0.048),1,0.0475,0.9792,1.3,
mango26_bac_r_ver.jpg,ok,coverage_too_small(0.047),1,0.0472,0.9781,1.3,
mango26_bot_r.jpg,ok,coverage_too_small(0.044),1,0.0439,0.9773,1.16,
mango26_bot_r_hor.jpg,ok,coverage_too_small(0.044),1,0.044,0.9775,1.16,
mango26_bot_r_ver.jpg,ok,coverage_too_small(0.044),1,0.0438,0.9781,1.13,
mango26_fro_r.jpg,ok,,1,0.0549,0.9801,1.34,
mango26_fro_r_hor.jpg,ok,,1,0.0553,0.9801,1.37,
mango26_fro_r_ver.jpg,ok,,1,0.055,0.9779,1.37,
mango26_sia_r.jpg,ok,coverage_too_small(0.046),1,0.0456,0.9733,1.09,
mango26_sia_r_ver.jpg,ok,coverage_too_small(0.046),1,0.0456,0.9786,1.06,
mango26_sib_r.jpg,ok,coverage_too_small(0.043),1,0.043,0.9765,1.13,
mango26_sib_r_ver.jpg,ok,coverage_too_small(0.043),1,0.0429,0.9769,1.13,
mango26_top_r.jpg,ok,,1,0.0533,0.9798,1.15,
mango26_top_r_hor.jpg,ok,,1,0.0534,0.9792,1.15,
mango26_top_r_ver.jpg,ok,,1,0.0533,0.9792,1.15,
mango27_bac_u.jpg,ok,coverage_too_small(0.048),1,0.0482,0.9782,1.33,
mango27_bac_u_hor.jpg,ok,coverage_too_small(0.048),1,0.0483,0.9783,1.33,
mango27_bac_u_ver.jpg,ok,coverage_too_small(0.048),1,0.048,0.9777,1.33,
mango27_bot_u.jpg,ok,coverage_too_small(0.036),1,0.036,0.9732,1.18,
mango27_bot_u_hor.jpg,ok,coverage_too_small(0.036),1,0.036,0.9731,1.18,
mango27_bot_u_ver.jpg,ok,coverage_too_small(0.036),1,0.036,0.973,1.18,
mango27_fro_u.jpg,ok,coverage_too_small(0.048),1,0.0478,0.9777,1.45,
mango27_fro_u_hor.jpg,ok,coverage_too_small(0.047),1,0.0475,0.9804,1.46,
mango27_fro_u_ver.jpg,ok,coverage_too_small(0.048),1,0.0475,0.9772,1.45,
mango27_sia_u.jpg,ok,coverage_too_small(0.047),1,0.0467,0.9731,1.16,
mango27_sia_u_ver.jpg,ok,coverage_too_small(0.046),1,0.0465,0.9731,1.16,
mango27_sib_u.jpg,ok,,1,0.0529,0.9741,1.21,
mango27_sib_u_ver.jpg,ok,,1,0.0525,0.9739,1.21,
mango27_top_u.jpg,ok,coverage_too_small(0.046),1,0.0457,0.9783,1.19,
mango27_top_u_hor.jpg,ok,coverage_too_small(0.046),1,0.0456,0.9786,1.19,
mango27_top_u_ver.jpg,ok,coverage_too_small(0.046),1,0.0455,0.9786,1.19,
mango28_bac_r.jpg,ok,coverage_too_small(0.036),1,0.0363,0.9755,1.26,
mango28_bac_r_hor.jpg,ok,coverage_too_small(0.036),1,0.0363,0.9771,1.31,
mango28_bac_r_ver.jpg,ok,coverage_too_small(0.036),1,0.0362,0.975,1.35,
mango28_bot_r.jpg,ok,coverage_too_small(0.040),1,0.0396,0.9764,1.17,
mango28_bot_r_hor.jpg,ok,coverage_too_small(0.039),1,0.0395,0.978,1.21,
mango28_bot_r_ver.jpg,ok,coverage_too_small(0.039),1,0.0394,0.9771,1.17,
mango28_fro_r.jpg,ok,,1,0.056,0.9799,1.45,
mango28_fro_r_hor.jpg,ok,,1,0.0562,0.9801,1.45,
mango28_fro_r_ver.jpg,ok,,1,0.0559,0.977,1.45,
mango28_sia_r.jpg,ok,coverage_too_small(0.049),1,0.0485,0.9681,1.19,
mango28_sia_r_ver.jpg,ok,coverage_too_small(0.048),1,0.0482,0.9719,1.16,
mango28_sib_r.jpg,ok,,1,0.0522,0.9633,1.08,
mango28_sib_r_ver.jpg,ok,,1,0.0514,0.9649,1.11,
mango28_top_r.jpg,ok,coverage_too_small(0.046),1,0.0457,0.9756,1.16,
mango28_top_r_hor.jpg,ok,coverage_too_small(0.046),1,0.0458,0.9791,1.19,
mango28_top_r_ver.jpg,ok,coverage_too_small(0.046),1,0.0455,0.9759,1.16,
mango29_bac_u.jpg,ok,coverage_too_small(0.044),1,0.0444,0.9772,1.43,
mango29_bac_u_hor.jpg,ok,coverage_too_small(0.044),1,0.0443,0.975,1.43,
mango29_bac_u_ver.jpg,ok,coverage_too_small(0.044),1,0.0443,0.9766,1.43,
mango29_bot_u.jpg,ok,coverage_too_small(0.030),1,0.0296,0.9737,1.16,
mango29_bot_u_hor.jpg,ok,coverage_too_small(0.030),1,0.0296,0.972,1.16,
