filename,width,height,thickness,sphericity,volume_hull,surface_area_hull,ratio_lw,ratio_tl,ratio_tw,solidity_3d,mean_curvature,curvature_dev,bbox_w_px,bbox_h_px,distance_z,color_a,color_b,mask_area_px,mask_perimeter_px,mask_2d_roundness,mask_2d_solidity,ellipse_major_px,ellipse_minor_px,ellipse_aspect_ratio,ellipse_angle_deg,depth_range,depth_iqr,depth_p25,depth_p75,depth_skewness,depth_kurtosis,depth_lap_std,color_l,color_std_a,color_std_b,color_hue_mean,color_hue_std,color_saturation
mango10_bot_u.jpg,0.06261627835555425,0.08470176061544281,0.09303009510040283,0.849397385295514,0.0002286556554928916,0.010327041182801441,1.3527115127232647,1.0983253999025093,1.485717413164508,0.46342429027972465,0.0016121144872158766,0.006377659738063812,183.0,252.0,0.14909256994724274,114.61425323490612,152.00771886490583,35295.5,736.6833270788193,0.8172736951381477,0.9903616824265552,250.21778869628906,179.10195922851562,0.71578427801513,174.8401641845703,0.02712590992450714,0.009743824601173401,0.1459801197052002,0.1557239443063736,3.3432836532592773,16.63712501525879,0.006511019542813301,102.01089061666714,3.6870279719789614,4.622095369838868,38.76790074943161,4.448536735062074,118.0037050551548
mango10_bot_u_hor.jpg,0.06160443943490468,0.08532671508779797,0.09160013496875763,0.8556607346334995,0.00021666849384374465,0.009970500222893657,1.3850741256717354,1.0735223414437618,1.4869080184642924,0.4499897425666648,0.0014657684369012713,0.006075445096939802,182.0,253.0,0.1469426453113556,114.78138266467992,151.98304703533975,35227.5,759.2863595485687,0.7678572545664085,0.9873870086188774,249.59524536132812,178.81240844726562,0.716409514085121,4.391265869140625,0.026267319917678833,0.008321449160575867,0.14335058629512787,0.15167203545570374,3.559450387954712,18.389509201049805,0.006100164260715246,101.91537574854509,3.745209884872137,4.674494971708403,38.6044589389637,4.695268790189245,117.86893081053726
mango10_bot_u_ver.jpg,0.05928686424279152,0.08153076120443883,0.09108246862888336,0.8352249592002458,0.00020623598167126533,0.009675845337666503,1.3751909844743033,1.1171546454778407,1.5363009967247132,0.46843535697238053,0.001479130471125245,0.005876378156244755,181.0,250.0,0.13948869705200195,114.67880944312662,152.0643849542528,35078.5,746.6000673770905,0.7908148730067778,0.9895902390859722,249.7108612060547,178.55712890625,0.7150555167839073,5.296465873718262,0.025986626744270325,0.00841088593006134,0.1367816925048828,0.14519257843494415,3.5007102489471436,17.55238914489746,0.005371995735913515,102.00751157799615,3.33078284868995,4.523896421403909,38.686038630972554,3.676199232479257,118.06766067999548
mango10_sia_u.jpg,0.06693790643070169,0.074372967828839,0.07512976229190826,0.959005436785949,0.00017574964467450155,0.008365467988227258,1.1110740056657515,1.010175665771614,1.1223799233949348,0.4698889190392271,0.0012595064472407103,0.005079277325421572,202.0,223.0,0.15923365950584412,114.61215705794513,147.2356161976986,33824.5,735.77164041996,0.7851545662506674,0.9876775728906604,229.3550567626953,190.2779083251953,0.8296215963621347,147.82521057128906,0.02534519135951996,0.007573619484901428,0.15648308396339417,0.1640567034482956,2.956494092941284,13.139923095703125,0.005364181473851204,86.76169004187041,2.6695575319913507,4.134671845690569,43.345913975346235,4.16352201800251,110.62424969987995
mango10_sia_u_ver.jpg,0.06812163850172365,0.07405254491519321,0.07654494047164917,0.9513289173096104,0.00018148400931626777,0.008636196333616073,1.0870634726925938,1.0336571222408402,1.1236509008765605,0.46999885711669387,0.0012407932663336396,0.003730787429958582,202.0,221.0,0.1639908254146576,114.67641751076958,147.28332751193386,34032.5,729.0853471755981,0.8045387697599687,0.9898635874465548,227.3780975341797,193.42344665527344,0.8506687704438984,33.5417366027832,0.03662462532520294,0.013338416814804077,0.15914714336395264,0.1724855601787567,1.8144183158874512,4.534989356994629,0.0033354638144373894,87.18558621492606,2.448145024428994,4.114095256119427,43.251135172895566,3.65930793609983,110.29313657003144
mango10_sib_u.jpg,0.09210253379154587,0.10908728511938215,0.07196061313152313,0.8227591522640643,0.000356939754161653,0.013659834550183571,1.1844113362426878,0.6596608674674725,0.7813098095041596,0.4936900263805871,0.001078705652616918,0.0037157179322093725,239.0,282.0,0.19898632168769836,114.12783181176283,146.1996738071086,49896.5,883.6782749891281,0.8029557100337278,0.9832307010197546,278.1451416015625,230.19784545898438,0.8276177111471474,8.448342323303223,0.03394800424575806,0.011172980070114136,0.19615305960178375,0.2073260396718979,2.1270265579223633,5.8809051513671875,0.0035205907188355923,87.06064403206237,3.4009221331288884,5.013136818122338,45.54748692244963,4.8543064721450895,105.5495753525469
mango10_sib_u_ver.jpg,0.08038465952254162,0.0939539017123304,0.05603906512260437,0.7991190293286639,0.00018534006832179834,0.009125828302771517,1.1688038771375733,0.5964527720645993,0.697136312518557,0.4379156242230464,0.0007586530991829932,0.0016063913935795426,238.0,278.0,0.18706466257572174,114.05830797321973,146.31397849462365,48911.5,871.3940033912659,0.8094531396541834,0.9888502517032933,273.5539245605469,227.47750854492188,0.8315636813120306,166.98524475097656,0.04140670597553253,0.01677192747592926,0.1803831309080124,0.19715505838394165,0.9506365656852722,0.3216428756713867,0.0014386074617505074,87.34735240413877,3.132543799050785,4.876196772572338,45.50020288090891,3.562691013045731,105.73700547778454
mango10_top_u.jpg,0.07006221319699255,0.09393698645091483,0.09212392568588257,0.9010059944398217,0.0002916450659669378,0.011977750015219953,1.3407653307610203,0.9806991810836976,1.3148874619027455,0.48101843536932853,0.0014912709593772888,0.006142703350633383,180.0,242.0,0.1892809271812439,113.31138800347725,155.9757171834251,34181.0,733.8721439838409,0.7975424752168678,0.9902369778086795,243.5422821044922,179.21484375,0.735867473201666,177.64443969726562,0.03138168156147003,0.012811020016670227,0.1832398921251297,0.19605091214179993,1.986789584159851,9.07577133178711,0.006374808494001627,104.3546218487395,4.074686060103102,7.506627325935485,38.27977397855694,5.617107057056907,133.75844682700665
mango10_top_u_hor.jpg,0.06700035805795981,0.0898756905846224,0.08050365746021271,0.8740496129965691,0.00023514085750787986,0.010187259018860808,1.3414210489274383,0.8957222685751108,1.2015407050596898,0.4850573857839485,0.0013874243013560772,0.005923673510551453,179.0,242.0,0.18801604211330414,113.4622784074397,155.9308921825051,34083.0,730.7005716562271,0.8021743745945235,0.990252335226695,242.90679931640625,178.77989196777344,0.7360020076461417,1.9111883640289307,0.025222718715667725,0.009695470333099365,0.1830771267414093,0.19277259707450867,2.304198980331421,11.456267356872559,0.007067068945616484,104.2489102005231,4.083435031405101,7.463264020551146,38.13589072943912,5.693280516392638,133.62714327230455
mango10_top_u_ver.jpg,0.07384264498626181,0.09997341000122728,0.08514964580535889,0.8568543901809536,0.0003263720672256897,0.012867275324922899,1.353870924041616,0.8517229311705341,1.1531229118512847,0.5192044264593606,0.001438391045667231,0.005427379626780748,180.0,244.0,0.19929362833499908,113.52411016826436,156.0054446986591,34196.0,741.0437175035477,0.7825237238899987,0.9889954159617081,244.0181884765625,178.8866424560547,0.7330873307963944,2.521530866622925,0.028572916984558105,0.008274674415588379,0.19694162905216217,0.20521630346775055,3.1632766723632812,13.943965911865234,0.0052361623384058475,104.8838078137218,4.431856283742975,7.3809725851882275,38.09206753743231,6.149823910778539,133.63729039358222
